id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.2	10	0.013484170023271172	10	430.5539932423144	33.861267016	0.0
2	0.2	10	0.012394817301555092	10	269.5262874086779	28.967329366	0.0
3	0.2	10	0.015692620901397645	10	1534.6289970046341	29.186461531	0.0
1	0.2	20	0.013085540356598478	10	1251.8327750584551	53.48886662	0.0
2	0.2	20	0.013079734113381526	10	269.7292845511915	57.83397253	0.0
3	0.2	20	0.01409769870128601	10	894.8674885275973	48.796364479	0.0
1	0.5	10	0.013484170023271172	10	1072.2078260453723	23.272523147	0.0
2	0.5	10	0.012394817301555092	10	692.8770376511309	23.789670026	0.0
3	0.5	10	0.015692620901397645	10	894.8674885275973	25.414981407	0.0
1	0.5	20	0.013085540356598478	10	7540.1501684994	75.970405949	0.0
2	0.5	20	0.013079734113381526	10	269.7292845511915	59.067554378	0.0
3	0.5	20	0.01409769870128601	10	894.6720497711215	75.132722832	0.0
1	1.0	10	0.013484170023271172	10	4573.068591971789	41.473769621	0.0
2	1.0	10	0.012394817301555092	10	269.3685044283145	33.62841365	0.0
3	1.0	10	0.015692620901397645	10	1249.2331276906111	41.625424215	0.0
1	1.0	20	0.013085540356598478	10	3178.768277923266	78.829491105	0.0
2	1.0	20	0.013079734113381526	10	974.7067561426006	63.456939781	0.0
3	1.0	20	0.01409769870128601	10	800.0692440386326	79.791036642	0.0
