id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.1	10	0.05	10	0.7078678155479937	14.367301338	0.0
2	0.1	10	0.05	10	0.6217923032929278	10.183971349	0.0
3	0.1	10	0.05	10	0.7492390930482681	9.2783123	0.0
1	0.1	10	0.1	10	0.5476294213632272	9.478129214	0.0
2	0.1	10	0.1	10	0.42253949391757967	9.44410002	0.0
3	0.1	10	0.1	10	0.49408193773634385	9.3600887	0.0
1	0.1	15	0.05	10	0.5851378793738938	14.099220027	0.0
2	0.1	15	0.05	10	0.8165496050334341	14.132061177	0.0
3	0.1	15	0.05	10	0.6630645622785224	14.060609371	0.0
1	0.1	15	0.1	10	0.3476768912053817	13.939188817	0.0
2	0.1	15	0.1	10	0.2026180757130023	13.882504246	0.0
3	0.1	15	0.1	10	0.23728140680724127	13.165769189	0.0
1	0.2	10	0.05	10	0.7621951947238736	9.519775387	0.0
2	0.2	10	0.05	10	0.5168421292650324	9.443558926	0.0
3	0.2	10	0.05	10	0.6387380053873161	9.483883125	0.0
1	0.2	10	0.1	10	0.5196144282293986	9.910107436	0.0
2	0.2	10	0.1	10	0.6493733406232555	10.070693001	0.0
3	0.2	10	0.1	10	0.35429085237509483	10.092408444	0.0
1	0.2	15	0.05	10	0.4881688040675985	14.285765177	0.0
2	0.2	15	0.05	10	0.5481292617023839	14.442921462	0.0
3	0.2	15	0.05	10	0.5363093574875978	14.892052811	0.0
1	0.2	15	0.1	10	0.2663417504258452	14.908702622	0.0
2	0.2	15	0.1	10	0.3365299835261404	14.919673088	0.0
3	0.2	15	0.1	10	0.23608985110958625	14.624433798	0.0
1	0.5	10	0.05	10	0.6720549085572951	10.213515264	0.0
2	0.5	10	0.05	10	0.6807849774609789	9.956120877	0.0
3	0.5	10	0.05	10	0.7422163397960951	9.639443412	0.0
1	0.5	10	0.1	10	0.3872509050153894	9.619107936	0.0
2	0.5	10	0.1	10	0.5917436895229385	9.435313295	0.0
3	0.5	10	0.1	10	0.565120454923153	9.884533779	0.0
1	0.5	15	0.05	10	0.5571157137456456	14.256527467	0.0
2	0.5	15	0.05	10	0.41531997607496707	14.240075979	0.0
3	0.5	15	0.05	10	0.573165961079289	14.11303408	0.0
1	0.5	15	0.1	10	3.0824268164328625	13.530922657	0.0
2	0.5	15	0.1	10	0.29499896422450117	13.472259469	0.0
3	0.5	15	0.1	10	0.3162798401757493	13.977484443	0.0
