id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.2	10	0.5356464667005654	10	248.78690133238192	152.351931947	0.0
2	0.2	10	0.573875205924196	10	478.318550163507	144.933238265	0.0
3	0.2	10	0.6263738228761159	10	463.8037867660198	136.894063781	0.0
1	0.2	20	0.5660311115315956	10	389.65450989243584	199.512559112	0.0
2	0.2	20	0.5238975161108924	10	478.8003774999701	205.186665832	0.0
3	0.2	20	0.6191945600628117	10	414.66963880289825	205.820931093	0.0
1	0.5	10	0.5356464667005654	10	616.6591917999845	147.971463405	0.0
2	0.5	10	0.573875205924196	10	700.3930697435895	146.394211219	0.0
3	0.5	10	0.6263738228761159	10	617.6523401152774	145.145901295	0.0
1	0.5	20	0.5660311115315956	10	599.4436494931605	215.217808068	0.0
2	0.5	20	0.5238975161108924	10	754.4668018665782	207.467743071	0.0
3	0.5	20	0.6191945600628117	10	683.1728394148645	210.923598374	0.0
1	1.0	10	0.5356464667005654	10	820.0650054228164	139.1158081	0.0
2	1.0	10	0.573875205924196	10	799.93206230588	140.811634746	0.0
3	1.0	10	0.6263738228761159	10	674.2183713033091	141.901093092	0.0
1	1.0	20	0.5660311115315956	10	818.3213536556109	204.476313196	0.0
2	1.0	20	0.5238975161108924	10	723.0841461305938	204.931395164	0.0
3	1.0	20	0.6191945600628117	10	664.6132250234082	207.404376353	0.0
