x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
-0.4193669292132159,0.2845482693404654,-1.2866362317172009,-0.27232906767920845,-0.14407485473245107,0.41326292045308755,-0.11989476721580808,0.140074983979562,-0.981871187861868,-0.6659491794887349,-1.4575579672896044,0.4406158949990952,-1.074498970343932,0.15952778852449834
-0.4169266699640971,-0.4872401872268243,-0.5927943782429367,-0.27232906767920845,-0.739530360743425,0.19408238743701633,0.36680342643262226,0.5566090495704016,-0.8670244885881497,-0.9863533804386959,-0.30279449974946065,0.4406158949990952,-0.4919525249185662,-0.10142391727311864
-0.4169289951277456,-0.4872401872268243,-0.5927943782429367,-0.27232906767920845,-0.739530360743425,1.2814455512310317,-0.2655489711543894,0.5566090495704016,-0.8670244885881497,-0.9863533804386959,-0.30279449974946065,0.3960350740793782,-1.2075324134098209,1.3229374768722084
-0.41633840356102225,-0.4872401872268243,-1.3055856941020023,-0.27232906767920845,-0.834458050107493,1.0152977611400886,-0.8090878297544613,1.076671135111991,-0.7521777893144315,-1.1050216030127555,0.11292034856499047,0.415751407655666,-1.360170784927525,1.181588636231832
-0.41207405342964176,-0.4872401872268243,-1.3055856941020023,-0.27232906767920845,-0.834458050107493,1.2273620430842096,-0.5106743387583432,1.076671135111991,-0.7521777893144315,-1.1050216030127555,0.11292034856499047,0.4406158949990952,-1.0254866492143941,1.486032292995719
-0.41663137418073537,-0.4872401872268243,-1.3055856941020023,-0.27232906767920845,-0.834458050107493,0.20689163936652621,-0.3508099685818516,1.076671135111991,-0.7521777893144315,-1.1050216030127555,0.11292034856499047,0.4101651131423846,-1.0422908736016643,0.6705582123781652
-0.4098372459997682,0.04872401872268244,-0.47618230202877465,-0.27232906767920845,-0.2648919139230835,-0.38802695024852474,-0.07015918538312207,0.83841421947304,-0.5224843907669949,-0.5769480125581901,-1.5037485059912108,0.4263763207495546,-0.031236706300909186,0.039924923367257
-0.40329656065648933,0.04872401872268244,-0.47618230202877465,-0.27232906767920845,-0.2648919139230835,-0.1603069159461128,0.9778405746627677,1.0236248973665838,-0.5224843907669949,-0.5769480125581901,-1.5037485059912108,0.4406158949990952,0.9097998593862201,0.4965904085130873
-0.39554330247050884,0.04872401872268244,-0.47618230202877465,-0.27232906767920845,-0.2648919139230835,-0.9302852819311418,1.1163896954823942,1.0861216286763025,-0.5224843907669949,-0.5769480125581901,-1.5037485059912108,0.32812325842772083,2.4193793501759906,-0.6559462920930552
-0.4003331395864542,0.04872401872268244,-0.47618230202877465,-0.27232906767920845,-0.2648919139230835,-0.39941295196364535,0.6154813355960537,1.3283202074601679,-0.5224843907669949,-0.5769480125581901,-1.5037485059912108,0.3289995399200001,0.6227276927703551,-0.3949945862954382
-0.39395637828039587,0.04872401872268244,-0.47618230202877465,-0.27232906767920845,-0.2648919139230835,0.1314593780038524,0.9138948265921712,1.211779950139461,-0.5224843907669949,-0.5769480125581901,-1.5037485059912108,0.39263948329679527,1.091845623581647,-0.819041108216566
-0.4064448322365816,0.04872401872268244,-0.47618230202877465,-0.27232906767920845,-0.2648919139230835,-0.3922967008916939,0.5089050888117259,1.1547920492491397,-0.5224843907669949,-0.5769480125581901,-1.5037485059912108,0.4406158949990952,0.08639286440998198,-0.3949945862954382
-0.4091989885782502,0.04872401872268244,-0.47618230202877465,-0.27232906767920845,-0.2648919139230835,-0.5630867266185029,-1.0506606557989375,0.7863652699932131,-0.5224843907669949,-0.5769480125581901,-1.5037485059912108,0.37051337561673936,0.4280787602844756,-0.0905509295315515
-0.3468869279616383,-0.4872401872268243,-0.4368257263064949,-0.27232906767920845,-0.14407485473245107,-0.477691713755099,-0.24068118023804644,0.4333252239776731,-0.6373310900407132,-0.600681657073002,1.175302738701923,0.4406158949990952,-0.6151835037585476,-0.23189977017192753
-0.3459336108657462,-0.4872401872268243,-0.4368257263064949,-0.27232906767920845,-0.14407485473245107,-0.26847393223975785,0.5657457537633672,0.3166899868221492,-0.6373310900407132,-0.600681657073002,1.175302738701923,0.25572050012813097,-0.3351130973040447,-0.4711055004864098
-0.3471624598539875,-0.4872401872268243,-0.4368257263064949,-0.27232906767920845,-0.14407485473245107,-0.6413654884099578,-0.42896588289035875,0.33411878651110566,-0.6373310900407132,-0.600681657073002,1.175302738701923,0.4265953911226243,-0.5857761110808246,-0.2862647088797644
-0.29757369472206163,-0.4872401872268243,-0.4368257263064949,-0.27232906767920845,-0.14407485473245107,-0.49761721675656034,-1.3952571870682642,0.33411878651110566,-0.6373310900407132,-0.600681657073002,1.175302738701923,0.3305330325314896,-0.8504426451803299,0.061670898850392064
