id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.2	10	0.1124321967710356	10	0.3985902016244942	21.908260837	0.0
2	0.2	10	0.10810486467935994	10	0.10237379077989438	15.916321293	0.0
1	0.2	20	0.09478243320289602	10	0.1278921311843979	28.351027459	0.0
2	0.2	20	0.10824845163858808	10	1.8200560999349082	28.079031097	0.0
1	0.5	10	0.1124321967710356	10	0.46805066789109695	14.924634648	0.0
2	0.5	10	0.10810486467935994	10	0.1094213055668299	15.471672818	0.0
1	0.5	20	0.09478243320289602	10	0.11747935080492267	26.575783323	0.0
2	0.5	20	0.10824845163858808	10	0.2100314571491754	26.989155637	0.0
1	1.0	10	0.1124321967710356	10	0.3461463525413295	11.947641381	0.0
2	1.0	10	0.10810486467935994	10	0.15393227231356196	12.330942152	0.0
1	1.0	20	0.09478243320289602	10	0.1616600014798311	23.409889561	0.0
2	1.0	20	0.10824845163858808	10	0.10494281133320331	23.861391438	0.0
