id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.2	10	0.4828019306550184	10	2.217194743389728	33.591859851	0.0
2	0.2	10	0.5182242229822871	10	1.3336652164928167	29.205148516	0.0
3	0.2	10	0.48128997507012644	10	1.3617858578110118	29.783098569	0.0
1	0.2	20	0.46389946620120254	10	2.1927253442198995	51.612435514	0.0
2	0.2	20	0.45043122524790263	10	1.7873646070059146	51.890584946	0.0
3	0.2	20	0.45432327672900097	10	0.8753390645905321	52.321778694	0.0
1	0.5	10	0.4828019306550184	10	1.2770249210043696	28.923779145	0.0
2	0.5	10	0.5182242229822871	10	2.2062198558462205	29.818418718	0.0
3	0.5	10	0.48128997507012644	10	2.2629635433414794	29.609715689	0.0
1	0.5	20	0.46389946620120254	10	1.2870158257810718	51.668656947	0.0
2	0.5	20	0.45043122524790263	10	2.126837223590083	50.945051136	0.0
3	0.5	20	0.45432327672900097	10	1.067447822527153	53.527863781	0.0
1	1.0	10	0.4828019306550184	10	1.6781637239792297	29.066915104	0.0
2	1.0	10	0.5182242229822871	10	1.1671360721673134	29.197445321	0.0
3	1.0	10	0.48128997507012644	10	0.9459249096269711	29.4799511	0.0
1	1.0	20	0.46389946620120254	10	1.3891520731392755	50.858613831	0.0
2	1.0	20	0.45043122524790263	10	2.3229332829918805	51.056301204	0.0
3	1.0	20	0.45432327672900097	10	1.1721310130537879	56.70089613	0.0
