id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.2	10	0.10395245158645336	10	0.9828314856203182	21.694391659	0.1
2	0.2	10	0.0955708937658104	10	0.4910080802888835	15.530170519	0.15
3	0.2	10	0.11185808906650932	10	1.3406921480303817	14.677910429	0.2
1	0.2	20	0.08919792562075451	10	0.564077443375639	25.111752749	0.25
2	0.2	20	0.06966371405441413	10	1.1111205006158404	22.164345712	0.1
3	0.2	20	0.14084255114963792	10	2.043965181910368	23.014588192	0.55
1	0.5	10	0.10395245158645336	10	23.760638637219074	11.906509133	0.1
2	0.5	10	0.0955708937658104	10	1.212070017876122	11.247737224	0.15
3	0.5	10	0.11185808906650932	10	1.4525395704378854	10.42816492	0.2
1	0.5	20	0.08919792562075451	10	1.8252740359889696	19.974159218	0.25
2	0.5	20	0.06966371405441413	10	1.518543965052788	19.691749078	0.1
3	0.5	20	0.14084255114963792	10	1.4501019089590537	19.684516889	0.55
1	1.0	10	0.10395245158645336	10	1.367106873128974	11.04141624	0.1
2	1.0	10	0.0955708937658104	10	1.843519229240647	11.092004733	0.15
3	1.0	10	0.11185808906650932	10	1.064363016163495	11.847158846	0.15
1	1.0	20	0.08919792562075451	10	4.494264512934625	24.422760408	0.2
2	1.0	20	0.06966371405441413	10	1.4871050223561213	24.778897909	0.1
3	1.0	20	0.14084255114963792	10	2.0553917211163446	24.626183268	0.45
