id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.2	10	0.2	10	0.04150993332873531	15.700113879	0.0
2	0.2	10	0.2	10	0.03912538588564455	9.507354336	0.0
3	0.2	10	0.2	10	0.091748498998062	9.037828937	0.0
1	0.2	10	0.5	10	0.055410260886541406	8.631509184	0.0
2	0.2	10	0.5	10	0.03609094704972141	9.192355478	0.0
3	0.2	10	0.5	10	0.03661090960311319	9.286685976	0.0
1	0.2	10	1.0	10	0.036221045405105366	9.165898174	0.0
2	0.2	10	1.0	10	0.12137744683867688	8.741735865	0.0
3	0.2	10	1.0	10	0.05659207781825571	9.275583777	0.0
1	0.2	20	0.2	10	0.2339622877292352	17.404649522	0.0
2	0.2	20	0.2	10	0.040749367914387435	17.707186218	0.0
3	0.2	20	0.2	10	0.041279063848182924	17.971534921	0.0
1	0.2	20	0.5	10	0.062200115928625246	17.928878744	0.0
2	0.2	20	0.5	10	0.09630831438527088	17.970991616	0.0
3	0.2	20	0.5	10	0.03682997509495043	17.517793606	0.0
1	0.2	20	1.0	10	0.4136874068424942	17.301937376	0.0
2	0.2	20	1.0	10	0.036112913957988574	19.155619318	0.0
3	0.2	20	1.0	10	0.036021343162791084	18.251067786	0.0
1	0.5	10	0.2	10	0.08376625532917346	9.555413248	0.0
2	0.5	10	0.2	10	0.04978304668337123	10.021599049	0.0
3	0.5	10	0.2	10	0.06519988079523134	9.467609782	0.0
1	0.5	10	0.5	10	0.041004765346628023	9.671273991	0.0
2	0.5	10	0.5	10	0.04396348236816477	9.714332184	0.0
3	0.5	10	0.5	10	0.03852356141924022	9.537066572	0.0
1	0.5	10	1.0	10	0.22914159931687259	9.301880973	0.0
2	0.5	10	1.0	10	0.06561762648914957	9.73920506	0.0
3	0.5	10	1.0	10	0.04586434429779614	9.868662253	0.0
1	0.5	20	0.2	10	0.05317266470204741	18.062010657	0.0
2	0.5	20	0.2	10	0.04061816499168407	18.98390416	0.0
3	0.5	20	0.2	10	0.051598294804107596	18.56100487	0.0
1	0.5	20	0.5	10	0.04759087289817562	18.221199048	0.0
2	0.5	20	0.5	10	0.1215060014457847	18.144825606	0.0
3	0.5	20	0.5	10	0.044776988363052626	18.068757126	0.0
1	0.5	20	1.0	10	0.05160437863866443	17.49184476	0.0
2	0.5	20	1.0	10	0.04474857570613079	17.339865792	0.0
3	0.5	20	1.0	10	0.043861869012634856	17.856186844	0.0
1	1.0	10	0.2	10	0.04319663387935262	8.985503448	0.0
2	1.0	10	0.2	10	0.04227202407976802	9.017875272	0.0
3	1.0	10	0.2	10	0.048368121700990495	7.859502136	0.0
1	1.0	10	0.5	10	0.05681138862621338	9.308534723	0.0
2	1.0	10	0.5	10	0.043127620854226736	9.551084678	0.0
3	1.0	10	0.5	10	0.10573568669785764	9.556930325	0.0
1	1.0	10	1.0	10	0.05136195544318194	9.28946024	0.0
2	1.0	10	1.0	10	0.04606750637679221	9.828963595	0.0
3	1.0	10	1.0	10	0.09018882950704282	8.12669962	0.0
1	1.0	20	0.2	10	0.055085409906013454	16.728313698	0.0
2	1.0	20	0.2	10	0.04206831519277152	17.082364312	0.0
3	1.0	20	0.2	10	0.10668093604966378	12.161586435	0.0
1	1.0	20	0.5	10	0.2785721072702794	12.433125173	0.0
2	1.0	20	0.5	10	0.04415930995962956	13.651107379	0.0
3	1.0	20	0.5	10	0.11160672113806679	12.968580518	0.0
1	1.0	20	1.0	10	0.4269139552223125	17.743408703	0.0
2	1.0	20	1.0	10	0.060672746068645256	17.377882445	0.0
3	1.0	20	1.0	10	0.04995946428032912	19.862440062	0.0
